Source,Target
deedee2_2000,tresmasciento
holls74,WillyTolerdoo
referewex,Doct_Tricornio
PGVillaluenga,valents_cat
PGVillaluenga,PareraEva
teresaprous,LaRepublicaCat
juverquezumo,SoniaSierra02
llibertat_uy,bcnencomu
llibertat_uy,Yolanda_Diaz_
VidalMoll,OnVasBarcelona
PastraTorcuato,WillyTolerdoo
Alex030512,ada_lluch
angelaguerrasol,Doct_Tricornio
Mois213,tresmasciento
NOSOYMAS2,sangreyraza
Reusantifa,VilaWeb
Reusantifa,cupnacional
Reusantifa,bashachanguerra
FEstilicon,Doct_Tricornio
puertolas_alexx,tresmasciento
zuflo01,wallstwolverine
cholo_siempre,Doct_Tricornio
RTRincha,NiellPipa
RTRincha,elperiodico_cat
jacv0691,WillyTolerdoo
KErreala,WillyTolerdoo
mebajodelavid20,WillyTolerdoo
savanahwilliam7,WillyTolerdoo
AmorDelia,Doct_Tricornio
rubenmorenoruiz,WillyTolerdoo
Raquel_lm80,WillyTolerdoo
Jojo699322745,CoradoJuanramon
MIGUELAcc581111,tresmasciento
Pablomoty_,Doct_Tricornio
miriamdm1956,valents_cat
miriamdm1956,PareraEva
Liz_beth_GB,saribes
MZojB63baDPY5nL,WillyTolerdoo
FelixBernal7,danielsirera
petertowerrs18,sangreyraza
jacv0691,CoradoJuanramon
vicentecampos1,sumar
vicentecampos1,Yolanda_Diaz_
vicentecampos1,LaHoraTVE
albertopena1,tresmasciento
AntonioBerbel3,tresmasciento
fra1malo,celescolorado
Eduardo65539796,FroilLannister
Paloubresoli,jcanadellb
Paloubresoli,elperiodico
Franjota,sangreyraza
RomySchneider15,tresmasciento
ruloga99,tresmasciento
bowan45,tresmasciento
Valenciano1410,Doct_Tricornio
Enric_GF2,VilaWeb
Enric_GF2,cupnacional
Enric_GF2,bashachanguerra
eduardnd1967,jordisalvia
eduardnd1967,bashachanguerra
cristianalegret,NoEsPotCat
Carmerb,VilaWeb
Carmerb,cupnacional
Carmerb,bashachanguerra
FEstilicon,tresmasciento
1OceanO1,WillyTolerdoo
pilaryta,Doct_Tricornio
SportingEsp,Doct_Tricornio
AntonParera15,valents_cat
AntonParera15,PareraEva
elotrogarzon,sangreyraza
eduhm87,WillyTolerdoo
sonitarv,Doct_Tricornio
cupnacional,CUPBarcelona
miguelalva2,wallstwolverine
angalvar,WillyTolerdoo
CarlosSdc78,tresmasciento
carsanico7,WillyTolerdoo
1412Marta,WillyTolerdoo
lluisplazaifont,TeresaRodr_
lluisplazaifont,AdelanteAND
lluisplazaifont,bashachanguerra
jimena16005861,WillyTolerdoo
Ashanti_Alston,naciopolitica
troncopollits,WillyTolerdoo
ReynoldsGerard9,Doct_Tricornio
EduBeltranEdu,Raspatuit
botifleries,OnVasBarcelona
ElEscritor11,FroilLannister
Tarsi46220811,OnVasBarcelona
Lucesysombras8,Doct_Tricornio
QuiqueD25,Doct_Tricornio
jalifante,Doct_Tricornio
mbrugues,NiellPipa
mbrugues,elperiodico_cat
Nano_amg,WillyTolerdoo
cogollossuarez,WillyTolerdoo
Goretti63201277,FroilLannister
vibarga,TeresaRodr_
vibarga,AdelanteAND
vibarga,bashachanguerra
Ashanti_Alston,CUPBarcelona
HelenaMeLlaman,FroilLannister
MarcoSa69232374,WillyTolerdoo
Rafa_tym,WillyTolerdoo
LuisCabezaGimen,WillyTolerdoo
KriegSalamander,FroilLannister
VladislavZaits4,Doct_Tricornio
patrisanz_fer,FroilLannister
juanchojuez,Doct_Tricornio
Tamara81733568,ada_lluch
lluisaesbo,CUPBarcelona
Sr_Gomez_,Mulagros7
Sr_Gomez_,lapaseata
Sr_Gomez_,Sr_Gomez_
RafaGaray84,WillyTolerdoo
Vmm27839238,WillyTolerdoo
bashachanguerra,CUPBarcelona
sergior106,Doct_Tricornio
Alfonsiaio,TeresaRodr_
Alfonsiaio,AdelanteAND
Alfonsiaio,bashachanguerra
GabiGbardia,Ludvig1973
GabiGbardia,Esquerra_ERC
PBAMPatriot,ada_lluch
InmaDM68,Doct_Tricornio
RuizFrco,WillyTolerdoo
HectorConH_,FrenteAmplioya
mayloru,Doct_Tricornio
R_Mesa1,Doct_Tricornio
RitaLaC18535818,Doct_Tricornio
PabloArmada,WillyTolerdoo
Alfonsiaio,CUPBarcelona
AcmSoso,FroilLannister
vjerven,Doct_Tricornio
AntoniaGarriga,LaRepublicaCat
Arianecara,Doct_Tricornio
Critico202020,Doct_Tricornio
Melli89010382,Doct_Tricornio
ruiz_gimenez,BCNmetropoli
JMAragorn,OnVasBarcelona
RQuijorna,LaRepublicaCat
TraderMarcoCost,Doct_Tricornio
YBrumario,WillyTolerdoo
HursaJose,Doct_Tricornio
MarianSantj,Doct_Tricornio
MGAalpha,Doct_Tricornio
NiellPipa,OnVasBarcelona
LadyTxell,WillyTolerdoo
carcante5,WillyTolerdoo
Josepd51,OnVasBarcelona
chesareval,WillyTolerdoo
LaRepublicaCat,LaRepublicaCat
MartaCsar,Doct_Tricornio
VilarasauAnna,OnVasBarcelona
raulcanto,Doct_Tricornio
VilarasauAnna,valldasua
nimrodes53,WillyTolerdoo
EleGaG,FroilLannister
reme1364,Doct_Tricornio
RCanoO,324cat
mariano_ie,WillyTolerdoo
CamiIsidre,PacoEscudero12
Juan82637313,Doct_Tricornio
manolosolis77,WillyTolerdoo
mnicolatoa,324cat
gonzalezllobet,OnVasBarcelona
gutierrezymar,sangreyraza
Pahula11,ErnestoEkaizer
GusRubioESP,WillyTolerdoo
NuriaAmetller,LaRepublicaCat
Cesarju16462234,sangreyraza
ycomotequedas,ToroenReposo
MaadAbril,CUPBarcelona
melinafort,x_oc_r
DanielBachmann6,tonicantona
MariaSosaFerna1,WillyTolerdoo
CollAlbareda,FroilLannister
AlexAsisMur,FroilLannister
terryfunkt8675,ada_lluch
Ladychapuzas,thouartthat1000
iprou1714,NiellPipa
iprou1714,elperiodico_cat
LLegolax,FroilLannister
JaroMalo,FroilLannister
funciona24,SoniaSierra02
cipirrin,capTercio
AntoniaPuertas,OnVasBarcelona
365janeswf,FroilLannister
Nico1308Nico,WillyTolerdoo
RamonReynes,Ludvig1973
RamonReynes,Esquerra_ERC
s_valls,OnVasBarcelona
EulaliaSara,NiellPipa
EulaliaSara,elperiodico_cat
jarabers,WillyTolerdoo
pernia_verdugo,sangreyraza
Pahula11,ErnestoEkaizer
toripollo2014,FroilLannister
SuperbiaH,sangreyraza
rubicons,WillyTolerdoo
dscorpin,TeresaRodr_
dscorpin,AdelanteAND
dscorpin,bashachanguerra
s_valls,Ludvig1973
s_valls,Esquerra_ERC
Pau_schoenen,CUPBarcelona
cinto1,jcanadellb
cinto1,elperiodico
JTM1970,WillyTolerdoo
CathyDuke1231,ada_lluch
nosoynobody,WillyTolerdoo
Alaruinaya,WillyTolerdoo
Jeremias_Navi,valents_cat
Jeremias_Navi,PareraEva
JTM1970,FroilLannister
celmi909,TeresaRodr_
celmi909,AdelanteAND
celmi909,bashachanguerra
ELCIDDELEZO,WillyTolerdoo
Maryclaire331,FroilLannister
pacoperezq,WillyTolerdoo
LluisMacabeu,NiellPipa
LluisMacabeu,elperiodico_cat
AABajoGuadalqui,TeresaRodr_
AABajoGuadalqui,AdelanteAND
AABajoGuadalqui,bashachanguerra
jara_bara,WillyTolerdoo
martatlago,frenteobreroesp
AtrapaoR,wallstwolverine
beatricedestara,WillyTolerdoo
ilertxundi,WillyTolerdoo
ncb_vintage_man,OnVasBarcelona
LucreciaAldao,valents_cat
LucreciaAldao,PareraEva
Juanmaferg,CoradoJuanramon
JaroMalo,wallstwolverine
aramateix,TeresaRodr_
aramateix,AdelanteAND
aramateix,bashachanguerra
rudymogavero,ada_lluch
Albita1597,WillyTolerdoo
pacorl78,WillyTolerdoo
Currito60930850,WillyTolerdoo
HispanaNobleza,sangreyraza
jasnow24,ada_lluch
sergio_almeda,WillyTolerdoo
Aigor08857145,BCNmetropoli
Aigor08857145,YorandoDias
ruizluisalejan1,bcnencomu
ruizluisalejan1,Yolanda_Diaz_
FJ050805,Doct_Tricornio
Kaiaragon,sangreyraza
Jep_dx,FrancescRep
Jep_dx,Elisenda66
AntoniaGarriga,LaRepublicaCat
Cayetano_s6,WillyTolerdoo
CUPEixample,CUPBarcelona
Don_Pelayo_2014,WillyTolerdoo
gaiskahispano,WillyTolerdoo
JoseFalagan1,ada_lluch
PacoDomnguez,ErnestoEkaizer
vpasku,WillyTolerdoo
Stop_Proces,FroilLannister
RexachLzaro,NoEsPotCat
malpaso007,sangreyraza
Maryita63766057,WillyTolerdoo
joanlluisg,NiellPipa
joanlluisg,elperiodico_cat
helgana40,valents_cat
helgana40,PareraEva
luacci,CoradoJuanramon
Eltricolor2018,WillyTolerdoo
LucyFan2022,ada_lluch
Mol_nar,WillyTolerdoo
CUPTerrassa,CUPBarcelona
Grace51160615,sangreyraza
Jo_Bulani_2010,WillyTolerdoo
franerdelamari,TeresaRodr_
franerdelamari,AdelanteAND
franerdelamari,bashachanguerra
PatriotErin,ada_lluch
FranticStAnger,SoniaSierra02
Jorgellao1,jcanadellb
Jorgellao1,elperiodico
jlesp1982,WillyTolerdoo
brunaa_rv,324cat
AnaReyFdz1,WillyTolerdoo
Kristine107,ada_lluch
VilarasauAnna,OnVasBarcelona
Lapastelera4,WillyTolerdoo
Malassspina,WillyTolerdoo
DCPEN21,wallstwolverine
BillPurcell33,ada_lluch
VilarasauAnna,OnVasBarcelona
JuanMm912,WillyTolerdoo
alejandro_piros,WillyTolerdoo
Oscarius93,WillyTolerdoo
EvkSocial,WillyTolerdoo
MikaColavita,ada_lluch
SoledaddelaFue2,WillyTolerdoo
nachoGomez221,WillyTolerdoo
joanbonellg,OnVasBarcelona
m6278467,Doct_Tricornio
xsolerd,OnVasBarcelona
FannyPS17,FroilLannister
elseviergf,capTercio
LordJohnCross,FroilLannister
sergio_almeda,FroilLannister
sammie_spambat,ada_lluch
mffabrega,OnVasBarcelona
Elvellblues,GuillemSunyol
adefuenmayor,CiutadansCs
Lucaandmatteo,WillyTolerdoo
DCPEN21,WillyTolerdoo
nievesssssss2,WillyTolerdoo
Gonnygbs,atzur
JavierR44387628,WillyTolerdoo
ElGuerreroDel17,WillyTolerdoo
FSANCHEZ12ATICO,WillyTolerdoo
Coreliojuan,FroilLannister
Nosomosimposi,FroilLannister
myverdad4,WillyTolerdoo
israelfalcom,racocatala
JGM_MACK,WillyTolerdoo
badajoz_capitan,WillyTolerdoo
GPUGdeBurgos,WillyTolerdoo
calzador,trastomina
calzador,riverolavic
PTalamanca,NiellPipa
PTalamanca,elperiodico_cat
dilucatoni,WillyTolerdoo
vidal_machin,ANDVOX1
Damasco_bull,FroilLannister
46Rosa46,SergiMaranya
IOLIVERASDC,SoniaSierra02
EduardoGines7,WillyTolerdoo
CDV84290529,eldisidenteOK
riavre,sangreyraza
lostornos4,lescobartr
Estrigifor,elperiodico
CDV84290529,BalbontinCas
bbear1025,ada_lluch
gonzalezllobet,OnVasBarcelona
jordidi02024960,annagrauarias
niblick62,Mulagros7
niblick62,lapaseata
niblick62,Sr_Gomez_
AMenestra,WillyTolerdoo
Martasamper1,WillyTolerdoo
frostien23,MiguelUrban
frostien23,bashachanguerra
sabenedito_b,WillyTolerdoo
JuanMariaRuiz2,ManiacoAtletico
JuanMariaRuiz2,WillyTolerdoo
guifre2053,OnVasBarcelona
jibodelon,WillyTolerdoo
javitrigue,WillyTolerdoo
vengo_venenosa,WillyTolerdoo
JackSanders2022,ada_lluch
AbelConcha1,WillyTolerdoo
DavLopez1980,WillyTolerdoo
BrokilisOver,NiellPipa
BrokilisOver,elperiodico_cat
XaviSat,OnVasBarcelona
EstruchSuades,PuputSon
MartinezyMaria,predatole
Benom8,OnVasBarcelona
esther36419080,OnVasBarcelona
Francis10943496,ErnestoEkaizer
JuanMariaRuiz2,WillyTolerdoo
LuisLuismi31,WillyTolerdoo
EMILIAMUOZPAEZ,lescobartr
PHuGO21,MiguelUrban
PHuGO21,bashachanguerra
jcamay26,valents_cat
jcamay26,PareraEva
scj300,WillyTolerdoo
JoseSalasGutie1,WillyTolerdoo
ByronHunterJeff,WillyTolerdoo
CaboRusty,WillyTolerdoo
CUPBarcelona,324cat
Melody41276600,WillyTolerdoo
niceworldx,jordisalvia
niceworldx,bashachanguerra
ferdurden,WillyTolerdoo
luz00006,WillyTolerdoo
juanki123451,valents_cat
juanki123451,PareraEva
Benom8,Ludvig1973
Benom8,Esquerra_ERC
Truepatriqt1,ada_lluch
SilviaGoms,thouartthat1000
QUANTORRSS,FroilLannister
morlaco61,FroilLannister
WillyLololo,WillyTolerdoo
ZapadoresComPol,eldiarioes
TXGrandma2023,ada_lluch
Loko_Bari,sangreyraza
Rocknclassicss,MatadeperaRadio
dherediac,jordisalvia
dherediac,bashachanguerra
suko_sam,ToroenReposo
MARU171962,WillyTolerdoo
elpiratavell,324cat
Xavi63603549,VilaWeb
Gorka67059690,Alexistwa
errexerre,CoradoJuanramon
mostoles_de,WillyTolerdoo
juanari72798432,sangreyraza
x_x_baku_x_x,WillyTolerdoo
_Teran11,WillyTolerdoo
HankVoight12,sangreyraza
francescbarbany,NoEsPotCat
Juan08722538,WillyTolerdoo
lapaseata,Mulagros7
lapaseata,lapaseata
lapaseata,Sr_Gomez_
mafalda1pao,WyomingGran
mafalda1pao,Rosasesen
mafalda1pao,Yolanda_Diaz_
mafalda1pao,PabloIglesias
adluzm,WillyTolerdoo
Manuel98736700,WillyTolerdoo
JensPujol,WillyTolerdoo
Ro88866753Andrs,sangreyraza
PaulNewell4,ada_lluch
Yrammri,WillyTolerdoo
sandripeke_bibi,WillyTolerdoo
LAdair_SD,ada_lluch
asoc_respirarte,WillyTolerdoo
lascueto,MiguelUrban
lascueto,bashachanguerra
Mulagros7,lapaseata
Mulagros7,Sr_Gomez_
PariasPinar,SoniaSierra02
JUCASMC,sangreyraza
llino07,llino07
llino07,AdaColau
JLHG1974,lopez_sleeves
JLHG1974,Monica_Garcia_G
MaraCarmenReye3,DanzaSancho
llino07,AdaColau
llino07,eldiarioes
ClericiSusana,DanzaSancho
horacioeldealla,RiverYusaku
horacioeldealla,JLGuerraInfante
horacioeldealla,elrama_
horacioeldealla,horaciorlarreta
horacioeldealla,IdiazAyuso
Magna__Hisp_II,PedroGonVOX
misabelserrano,DanzaSancho
D0m1970Bcn,SergiMaranya
Mejor_con_Vox,lopez_sleeves
Mejor_con_Vox,Monica_Garcia_G
amadormail4,_nadalgil
amadormail4,AdaColau
graziella64752,Violeta41487383
NubemaNuria,ricardrigall
Viatge_Orient,xaviermir
pmnina60,Dr_Blazquez
hacafu,SergiMaranya
hacafu,guillelopez_
LawrenceStaCruz,bieitorubido
estragon79,serna_juanillo
estragon79,DiadeValladolid
estragon79,TomaLaPalabraVA
mujerensuhogar,GraaLpez
GcSecun,xaviermir
Isarub4,bieitorubido
priscalaso,ionebelarra
priscalaso,SuperRoStar
Qualispacer,mehuelea
ElMitoDeSidi,juanarza
Viatge_Orient,ricardrigall
jotajota112,lopez_sleeves
jotajota112,Monica_Garcia_G
BlancaMartnezl3,veintimillapier
SotelorJose,PedroGonVOX
xavier_vives,mirumarxu
xavier_vives,elnacionalcat
manelhernande14,ReiParellada
manelhernande14,blogsocietat
manelhernande14,francarrillog
YYexux,PedroGonVOX
xavier_vives,_nadalgil
xavier_vives,AdaColau
X_Lalena_X,naciodigital
Asterix_1959_,OnVasBarcelona
SentitCritic,bashachanguerra
Rodol36,Cecilia_G_M
aterea5,DanzaSancho
UlisesDvila2,_Juan__A
Jo_Herrero,lopez_sleeves
Jo_Herrero,Monica_Garcia_G
Marc31125779,juanarza
danivalverdeb,saralidiaester
danivalverdeb,JuntsXCat
pferrerm,mirumarxu
pferrerm,elnacionalcat
mirumarxu,SergiMaranya
mirumarxu,guillelopez_
princesa_japone,_Juan__A
lupicinio,xaviermir
Blacote1,bieitorubido
florenduran,GraaLpez
dmenendezcarb1,juanarza
Amparis1959,DanzaSancho
transportcat,xaviermir
David64009,tresmasciento
rabiosacalor,DanzaSancho
NuriaGerma1,_nadalgil
NuriaGerma1,AdaColau
MariaMarmaramar,bieitorubido
GENESCAMARC,mirumarxu
GENESCAMARC,elnacionalcat
mfst1979,tresmasciento
RGInvest,bieitorubido
derechacatalana,GironaJean
derechacatalana,valents_cat
derechacatalana,Valents_bcn
derechacatalana,MiguelMV1984
derechacatalana,jimmybaucells
derechacatalana,elCatalan_es
derechacatalana,elCatalan_es
EnVanguardia202,bieitorubido
derechacatalana,eldebate_com
derechacatalana,PareraEva
ToniOltra1,comuns_info
MRN36568263,AdaColau
ircbcn08017,Rita_Maestre
ircbcn08017,Transxte
Segunda13Vida,GraaLpez
Teresaperezcep1,matiasdelara
RafabridgeRafa,DanzaSancho
xaviermir,ernestmaragall
xaviermir,CUPBarcelona
garcia45063876,DanzaSancho
danisiruu,JoseLahozR
Misssione,tresmasciento
bieitorubido,eldebate_com
SamuelD64657989,juanarza
orroi,DanzaSancho
EnVanguardia202,juanarza
CohenCristina,ricardrigall
Elqetvaigdir,mirumarxu
Elqetvaigdir,elnacionalcat
CohenCristina,eldebate_com
CohenCristina,PareraEva
Zirculovizioso,tresmasciento
desvencijadoj,WillyTolerdoo
Anaknas,RImperatrix
AntonParera15,eldebate_com
AntonParera15,PareraEva
1001900C,tresmasciento
alepalcor,vicblaesp99
alepalcor,danielissimo87
toctocsepuede,matiasdelara
EnricBalladares,saralidiaester
EnricBalladares,JuntsXCat
mbrugues,mirumarxu
mbrugues,elnacionalcat
JohnElManco1,tresmasciento
Eulalia_Serra_,saralidiaester
Eulalia_Serra_,JuntsXCat
srdsan,joseluiscarra13
RafaelRag,tresmasciento
JAIME44078855,mehuelea
Gladiat53007261,annagrauarias
thommyspain,GraaLpez
Encarnapt,DanzaSancho
Carmen_ag_,Doct_Tricornio
humanista41,ricardrigall
joandurajulia1,magistrado69
davdgoni,annagrauarias
Justiniano2017,juanarza
cupsants,naciodigital
CAT_2023_INDEPE,NiellPipa
Enrique2Alvarez,DanzaSancho
savanahwilliam7,FroilLannister
Zubizarretabcn1,juanarza
aneshalieli,juanarza
JosAnto94305136,Jomaca18
LluisMacabeu,_nadalgil
LluisMacabeu,AdaColau
ncmrbk,tresmasciento
helgana40,DanzaSancho
Ororo_Pride,tresmasciento
savanahwilliam7,FroilLannister
LluisaTabarnesa,juanarza
zeltibero,eldebate_com
zeltibero,PareraEva
mundodesofia54,mundodesofia54
mundodesofia54,RubenHood15M
mundodesofia54,PercevalT
vador_cat,CUPBarcelona
vador_cat,beteve
ChambisRueda,DanzaSancho
HNreturns,_nadalgil
HNreturns,AdaColau
cupnacional,naciodigital
BLACK_GRAS,tresmasciento
GijonNacional,juanarza
TrechoEl,juanarza
Sudacata,martinez_xavi
Sudacata,anna_socjo
Sudacata,JordiRiera19
Sudacata,CabreraDeMar
Sudacata,ConstruimA
Sudacata,elprat1962
Sudacata,JCallauBartoli
Sudacata,Casfetera
Sudacata,CiudadanoErran3
Sudacata,JoseP_1_
cristianchiclan,annagrauarias
annetilla,tresmasciento
malonsocs,annagrauarias
juanmarm1962,GraaLpez
LarssonMontse,_nadalgil
LarssonMontse,AdaColau
JMPol2,AlbanoDante76
komadreja6,GraaLpez
AlexFenoll,QuimMonzo
jromeoperez,tresmasciento
RafaelRag,DanzaSancho
Gallardo00091,DanzaSancho
Sufridor361,mehuelea
kaptus7,CUPBarcelona
kaptus7,beteve
zeltibero,juanarza
Carme35669292,saralidiaester
Carme35669292,JuntsXCat
Javierv71362018,DanzaSancho
magistrado69,ricardrigall
boheZ41,tresmasciento
msbonich,josenoguerauab
Ciomart,saralidiaester
Ciomart,JuntsXCat
rlmanzanares,DanzaSancho
1001900C,ricardrigall
Carme66146899,NiellPipa
annickrepublic2,annagrauarias
mcreinecr,tresmasciento
LSCat_USA,juanarza
ManchegoCR1962,joseluiscarra13
_INDEPEStilence,juanarza
Antonio86938495,lopez_sleeves
Antonio86938495,Monica_Garcia_G
JaumePorschista,Rojineg33242164
JaumePorschista,VilaWeb
JoseCarretoMar2,DanzaSancho
lolibejarano,DanzaSancho
Mazcua,lopez_sleeves
Mazcua,Monica_Garcia_G
CiutadansBCN,annagrauarias
cecigamora,GraaLpez
__iskrenost,JoseLahozR
saralidiaester,JuntsXCat
OscarGM75,DanzaSancho
Legador,ricardrigall
lourmendi,paideiand
lourmendi,eldebate_com
AMALIA95452021,mehuelea
Elsa_Punky,mirumarxu
Elsa_Punky,elnacionalcat
vivitt91,sinequanan
vivitt91,anna_santos0001
Ramonesmiranda,matiasdelara
miquelprats5,miquelprats5
TarridaJoan,joseluiscarra13
YaNoMolasNada,tresmasciento
maccamcend,GraaLpez
miquelprats5,NiellPipa
Annadd661,mirumarxu
Annadd661,elnacionalcat
DomingoCruzCru6,mundodesofia54
DomingoCruzCru6,RubenHood15M
DomingoCruzCru6,PercevalT
IvanGom04823428,wallstwolverine
gayarre,GraaLpez
carlosgar1968,mehuelea
Niker10R,juanarza
Niker10R,ricardrigall
TeresaSangenis,SergiMaranya
Ramonesmiranda,elnacionalcat
luisvitmed,DanzaSancho
ATCoco2017,tresmasciento
Karold02839058,mehuelea
Sofraja2,NiellPipa
Julita82728269,mirumarxu
Julita82728269,elnacionalcat
Exsocialista55,DanzaSancho
RONIN_RIDER77,tresmasciento
mbrugues,_nadalgil
mbrugues,AdaColau
vadox1,_nadalgil
vadox1,AdaColau
rolandjauclas,mirumarxu
rolandjauclas,elnacionalcat
matismgd,DanzaSancho
1001900C,elCatalan_es
1001900C,elCatalan_es
AAAmelus,mirumarxu
AAAmelus,elnacionalcat
BertinPuente,juanarza
JADVUH1,matiasdelara
Francis69079386,eldebate_com
YusteAbadEnpad,GraaLpez
Veterus2,juanarza
Sociali17641882,matiasdelara
javtt9000,tresmasciento
aterea5,tresmasciento
kmaleonmanel,NiellPipa
jsicilia68,DanzaSancho
lolaandaluza,GraaLpez
16DarHamed,GraaLpez
ahdez33,GraaLpez
Didac26108691,JoseLahozR
mamen_atmadrid,tresmasciento
licklicks,tresmasciento
TorrijosMari,matiasdelara
ElCordo94766306,GraaLpez
LluisMacabeu,mirumarxu
LluisMacabeu,elnacionalcat
Cultureclub_100,ricardrigall
pilar9963,tresmasciento
DonTancredo5,juanarza
937908Mcm,matiasdelara
PosadaUliaque,DerFekka
Purumbele,eldebate_com
Aanf1404,tresmasciento
Lus27647031,ricardrigall
de_carrenca,elmundoes
aroma120941,mehuelea
helena4070,juanarza
alfonsocs51,joseluiscarra13
ahdez33,josecalvogomez
Josanto10658101,DanzaSancho
Oscarmagvalle,iellakuria
BertinPuente,ricardrigall
Jose62071236,tresmasciento
Nuria42119113,lopez_sleeves
Nuria42119113,Monica_Garcia_G
_nadalgil,AdaColau
p_solsona_b,mirumarxu
p_solsona_b,elnacionalcat
Santiag21171356,DanzaSancho
montsepob,mirumarxu
montsepob,elnacionalcat
mercemahon,tresmasciento
citronela21,veintimillapier
astragoth00,tresmasciento
namaricat,SergiMaranya
namaricat,guillelopez_
jordidi02024960,juanarza
LolaCossio1,GraaLpez
65_rodero,matiasdelara
Pacgarci,tresmasciento
Miseria_es,DanzaSancho
paideiand,eldebate_com
SportingEsp,tresmasciento
iaragona,ricardrigall
Josmullins,tresmasciento
naciodigital,annagrauarias
naciodigital,CiutadansBCN
naciodigital,PepMartiVall
Tarsi46220811,SergiMaranya
Tarsi46220811,guillelopez_
Emilia69173807,DanzaSancho
Lang2686,tresmasciento
jemartinel,eduardoguti_
TrillaAngels,mirumarxu
TrillaAngels,elnacionalcat
lolibejarano,mehuelea
sanblas91,matiasdelara
BoschMedard,elnacionalcat
nugarci1,matiasdelara
leonpolitica21,tresmasciento
Cultureclub_100,joseluiscarra13
eduardfarran,serrallongaCT
Santonesa,matiasdelara
Depaso7,tresmasciento
RAMON_FREDERIC,NiellPipa
michel_serrano,tresmasciento
Enrique66156754,veintimillapier
wlnter0ldier1,tresmasciento
antoniobb1953,matiasdelara
vasalberte,GraaLpez
DemocraciaConv,juanarza
Javierv71362018,tresmasciento
casajose31,PedroOtamendi
adema310,DanzaSancho
Grave_Julius,eldebate_com
Grave_Julius,PareraEva
rafallanesripol,pilcrespher
rafallanesripol,ElTemps_cat
snukedogg_fella,tresmasciento
jestradamo,eldebate_com
jestradamo,PareraEva
DEspinosa4,DanzaSancho
Egarcamp111,serrallongaCT
ana24299339,eldebate_com
ana24299339,PareraEva
serna_juanillo,DiadeValladolid
serna_juanillo,TomaLaPalabraVA
free4CAT,SergiMaranya
free4CAT,guillelopez_
alberto14115144,tresmasciento
CUPBarcelona,naciodigital
elmundobcn,elmundoes
mpb513,elnacionalcat
Lu_Struc,CUPBarcelona
Lu_Struc,beteve
Wittgenstein_jm,SergiMaranya
Wittgenstein_jm,guillelopez_
FJespadaafilada,GraaLpez
margaritafontr,JuntsxcatGracia
AuroraMaane,matiasdelara
PabloMussolini,GraaLpez
margaritafontr,duduipa
XCampreciosPino,DersuUzala23
XCampreciosPino,bcnencomu
virgili_mira,eldebate_com
virgili_mira,PareraEva
zOnaKa,tresmasciento
Hunchback_IIC,DanzaSancho
malugarpe1,eldebate_com
malugarpe1,PareraEva
ander_the_table,MartiRiu
CarlesM18,squad_milf
HugoBear5,SergiMaranya
HugoBear5,guillelopez_
olatoni,tresmasciento
El_Be_Negre,joseluiscarra13
JoseRamonMuozL1,GraaLpez
SergiMaranya,guillelopez_
FlorRoja28994,matiasdelara
mont_covadonga,franmacos
mont_covadonga,eldebate_com
fgarrobo,guillemsugus
imparcialrazon,mehuelea
angelrchacon,_Juan__A
NiellPipa,elnacionalcat_e
wallas6090,pepe_fajula
wallas6090,JuntsXCat
wallas6090,KRLS
wallas6090,LauraBorras
wallas6090,jorditurull
wallas6090,Aurora_Madaula
wallas6090,joseprull
MJPerez_ABC,DanzaSancho
CompotadeCerdo,tresmasciento
villaragro,DanzaSancho
pep33632597,mvernedacasas
pep33632597,ReinaSonia
pep33632597,ReinaSonia
nosfelicespocos,tresmasciento
Carlosssbusss,matiasdelara
AntolinAbellei1,tresmasciento
jgandoni,tresmasciento
juanki123451,juanki123451
juanki123451,elindepcom
RaoulTorrents,CUPBarcelona
RaoulTorrents,beteve
MCampderrosB,Rojineg33242164
MCampderrosB,VilaWeb
uptotheballs,tresmasciento
fgarrobo,guillemsugus
VIVENZO1,capTercio
Vonitron3019,JoseLahozR
Carmen57_54,GraaLpez
fgarrobo,guillemsugus
allbertillo,tresmasciento
Azumiii_4,matiasdelara
sps_98AE,tresmasciento
Angyturri,DanzaSancho
juanben65609598,GraaLpez
bojetiny,DanzaSancho
pacomarina6,lopez_sleeves
pacomarina6,Monica_Garcia_G
ArielGo007,tresmasciento
Espiritada1,tresmasciento
carlosgar1968,tresmasciento
covelo44,tresmasciento
mataraldiablo1,DanzaSancho
byherency,tresmasciento
pousa_mara,lopez_sleeves
pousa_mara,Monica_Garcia_G
DespertaFerro11,mirumarxu
DespertaFerro11,elnacionalcat
joseant70547532,GraaLpez
Sinolodigo2,tresmasciento
ralfprocessing,GraaLpez
didak_cs,tresmasciento
LolaGon41614256,GraaLpez
Marronsv1,matiasdelara
venturebels,herqles_es
Sanote6,matiasdelara
botifleries,annagrauarias
Storm97X,tresmasciento
Rafa_eltorete,matiasdelara
patriotaexilia1,tresmasciento
AdrinFerrndizF1,tresmasciento
JCacharras,tresmasciento
Josele41898856,DanzaSancho
acuervomont,tresmasciento
Noininski,tresmasciento
PedreraMar,DanzaSancho
mary_fix,DanzaSancho
isanchezsantam1,tresmasciento
juliansmanzano,matiasdelara
JspcSpn,AlfonsoRojoPD
JspcSpn,IdiazAyuso
LaAlegriaDeLaH4,DanzaSancho
RocioCarr2,matiasdelara
AlvaroMarReg,eldebate_com
